pet_name,pet_gender,pet_age,location,link,pet_breed,pet_color,pet_id,pet_hair,pet_rescue,pet_address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Lionel,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25241562-chicago-heights-illinois-cat,Domestic Mediumhair,Orange or Red,SSHS-A-11780,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Fiona,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25305642-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-10892,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Theodore,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318977-chicago-heights-illinois-kitten,Domestic Shorthair,All Black,SSHS-A-11817,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Bethany,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313063-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11767,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Terrapin,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313061-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11764,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Pixel,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313059-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11757,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Houdini,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25249082-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11765,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Pipsqueak,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25249080-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11761,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Wendell,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25249079-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11684,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Gandolf,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25263179-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-10889,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Roman,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25241558-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,SSHS-A-11781,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Alphie,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24562802-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,SSHS-A-11067,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Scootch,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24288041-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-8529,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Gracie,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236778-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-8461,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Grayson,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25067921-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11548,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Patrick Scar,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25067916-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,SSHS-A-11177,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Katrina,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25134233-chicago-heights-illinois-cat,Domestic Shorthair,All Black,SSHS-A-11586,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Lunchmeat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25222540-chicago-heights-illinois-cat,Siamese,Gray or Blue,SSHS-A-11456,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,
Twinkles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362858-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41684839,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,Yes,,,,,,,,
Missy,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25517105-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Orange or Red,41833135,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Cal,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510498-chicago-illinois-cat,Domestic Shorthair,All Black,41802926,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Lola,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510410-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41778784,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
King Nippy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510497-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41778781,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Charlie,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516297-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41800317,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,Yes,,,,,,,,
Silver,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516296-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41795303,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
August,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516295-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn,41739667,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Thanos,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516294-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Gray or Blue,41771957,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Meowster,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516293-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41733460,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Simon,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25495796-chicago-illinois-cat,Domestic Shorthair,All Black,41724541,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Coral,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495797-chicago-illinois-cat,Domestic Shorthair,All Black,41724554,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Mitchell,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495795-chicago-illinois-cat,Domestic Shorthair,All Black,41593008,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Blue,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25499236-chicago-illinois-cat,Domestic Shorthair,All Black,41544092,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Rey,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525706-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41760869,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Mimi,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25363078-chicago-illinois-cat,Domestic Shorthair,White,41761653,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Tyler,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495794-chicago-illinois-cat,Domestic Shorthair,White,25105715,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Facey,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495793-chicago-illinois-cat,Domestic Shorthair,All Black,41845983,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Lois,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415910-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41724571,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Shadow,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415911-chicago-illinois-cat,Domestic Shorthair,All Black,41724612,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Midnight,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415912-chicago-illinois-cat,Domestic Shorthair,All Black,41724619,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Veronica,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24890532-chicago-illinois-cat,Domestic Shorthair,All Black,41112977,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Eric,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528150-chicago-illinois-cat,Domestic Shorthair,All Black,41780851,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Theo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362857-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41724645,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Simba,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25362855-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41724531,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Jack,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362856-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41724664,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Sprinkles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25234853-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41609997,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Flippy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25209092-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41560547,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Charlie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25209089-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41542534,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Kichi,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25176009-chicago-illinois-cat,Domestic Shorthair,All Black,41345142,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Ginger,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25176010-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40828993,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Bella,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24883463-chicago-illinois-cat,Domestic Shorthair,All Black,41123006,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Twin,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525704-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41832185,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Snowball,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510277-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41221606,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Hope,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25192346-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,35288162,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Shannon,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24817337-chicago-illinois-cat,Domestic Shorthair,White,41048530,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Beezus,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24239004-chicago-illinois-cat,Domestic Shorthair,All Black,9949299,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Minnie,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24906841-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41113079,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Rose,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25342987-chicago-illinois-cat,Domestic Shorthair,All Black,41663168,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Max,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362912-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41083521,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Princess,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25251906-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41550847,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Macey,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25176008-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41044209,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,Yes,,,Yes,,,,,
Lil Baby,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25234854-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,40987778,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,Yes,,,,,
Phin,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25228108-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,9966459,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,Yes,,,,,
Scuba,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499237-chicago-illinois-cat,Domestic Shorthair,White,41544099,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Sophia,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25494976-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41823494,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Molly Malone,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25504295-chicago-illinois-cat,Domestic Shorthair,Orange or Red,14251785,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Sabel,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25503666-chicago-illinois-cat,Domestic Shorthair,All Black,41746293,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Milo,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25504211-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41782168,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Panda,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24686188-chicago-illinois-cat,Domestic Shorthair,White,40773082,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Zhen,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25504079-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,White,41785136,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Milo,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499235-chicago-illinois-cat,Domestic Shorthair,All Black,41544098,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Mojito,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499234-chicago-illinois-cat,Domestic Shorthair,All Black,41544100,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Tiggy,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525435-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41885192,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Max,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525705-chicago-illinois-cat,Bengal/Domestic Shorthair,Gray or Blue,41670167,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Albert,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518152-chicago-illinois-cat,Domestic Shorthair,All Black,33526301,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Tom,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518153-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41876924,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Fifi,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528153-chicago-illinois-cat,Domestic Shorthair,Orange or Red,41803402,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Ken,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25528154-chicago-illinois-cat,Domestic Shorthair,White,41858877,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Giselle,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528152-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,41846608,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,
Bullet,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528151-chicago-illinois-cat,Domestic Shorthair,All Black,41833938,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,
Cuddles,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510273-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41832190,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,
Smokey,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25518151-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,41778590,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,
Gwen,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25228107-chicago-illinois-cat,Domestic Shorthair,All Black,11242022,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",Yes,,,,,,,,,,,,,
Marty,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24317553-chicago-illinois-cat,Domestic Shorthair,Orange or Red,40573919,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,,,,,
